nct_id,ctgov_group_code,arm_name_bas,same_name_as_drug_compare,name_drug_compare,classification,category,title,description,units,param_type,param_value,dispersion_type,dispersion_value
NCT00413413,B2,Valsartan 80 mg,TRUE,Valsartan 80 mg,,,Age,All baseline measures were based on Full-set analysis population. Two patients were excluded from the full-set analysis population for having no post-baseline efficacy assessment. All randomized patients were included in the safety population.,years,Mean,51.7,Standard Deviation,8.9
NCT00413413,B3,Valsartan 160 mg,TRUE,Valsartan 160 mg,,,Age,All baseline measures were based on Full-set analysis population. Two patients were excluded from the full-set analysis population for having no post-baseline efficacy assessment. All randomized patients were included in the safety population.,years,Mean,51.2,Standard Deviation,9.6
NCT00413413,B4,Total,FALSE,,,,Age,All baseline measures were based on Full-set analysis population. Two patients were excluded from the full-set analysis population for having no post-baseline efficacy assessment. All randomized patients were included in the safety population.,years,Mean,51.5,Standard Deviation,9.8
NCT00413413,B1,Valsartan/Amlodipine 80/5 mg,FALSE,,Male,,Gender,,participants,Number,181,,NA
NCT00413413,B1,Valsartan/Amlodipine 80/5 mg,FALSE,,Female,,Gender,,participants,Number,127,,NA
NCT00413413,B2,Valsartan 80 mg,TRUE,Valsartan 80 mg,Male,,Gender,,participants,Number,191,,NA
NCT00413413,B2,Valsartan 80 mg,TRUE,Valsartan 80 mg,Female,,Gender,,participants,Number,115,,NA
NCT00413413,B3,Valsartan 160 mg,TRUE,Valsartan 160 mg,Male,,Gender,,participants,Number,198,,NA
NCT00413413,B3,Valsartan 160 mg,TRUE,Valsartan 160 mg,Female,,Gender,,participants,Number,104,,NA
NCT00413413,B4,Total,FALSE,,Male,,Gender,,participants,Number,570,,NA
NCT00413413,B4,Total,FALSE,,Female,,Gender,,participants,Number,346,,NA
NCT00425373,B1,Valsartan + Amlodipine 40/2.5 mg,FALSE,,,,Age,,years,Mean,53.9,Standard Deviation,10.34
NCT00425373,B10,Total,FALSE,,,,Age,,years,Mean,53.1,Standard Deviation,10.57
NCT00425373,B2,Valsartan + Amlodipine 40/5 mg,FALSE,,,,Age,,years,Mean,52.8,Standard Deviation,10.70
NCT00425373,B3,Valsartan + Amlodipine 80/2.5 mg,FALSE,,,,Age,,years,Mean,52.8,Standard Deviation,10.76
NCT00425373,B4,Valsartan + Amlodipine 80/5 mg,FALSE,,,,Age,,years,Mean,54.1,Standard Deviation,9.75
NCT00425373,B5,Valsartan 40 mg,TRUE,Valsartan 40 mg,,,Age,,years,Mean,52.9,Standard Deviation,10.08
NCT00425373,B6,Valsartan 80 mg,TRUE,Valsartan 80 mg,,,Age,,years,Mean,52.6,Standard Deviation,11.29
NCT00425373,B7,Amlodipine 2.5 mg,TRUE,Amlodipine 2.5 mg,,,Age,,years,Mean,53.2,Standard Deviation,10.83
NCT00425373,B8,Amlodipine 5 mg,TRUE,Amlodipine 5 mg,,,Age,,years,Mean,54.4,Standard Deviation,10.67
NCT00425373,B9,Placebo,TRUE,Placebo,,,Age,,years,Mean,51.5,Standard Deviation,10.58
NCT00425373,B1,Valsartan + Amlodipine 40/2.5 mg,FALSE,,Male,,Gender,,Participants,Number,113,,NA
NCT00425373,B1,Valsartan + Amlodipine 40/2.5 mg,FALSE,,Female,,Gender,,Participants,Number,46,,NA
NCT00425373,B10,Total,FALSE,,Male,,Gender,,Participants,Number,1063,,NA
NCT00425373,B10,Total,FALSE,,Female,,Gender,,Participants,Number,405,,NA
NCT00425373,B2,Valsartan + Amlodipine 40/5 mg,FALSE,,Male,,Gender,,Participants,Number,118,,NA
NCT00425373,B2,Valsartan + Amlodipine 40/5 mg,FALSE,,Female,,Gender,,Participants,Number,49,,NA
NCT00425373,B3,Valsartan + Amlodipine 80/2.5 mg,FALSE,,Male,,Gender,,Participants,Number,120,,NA
NCT00425373,B3,Valsartan + Amlodipine 80/2.5 mg,FALSE,,Female,,Gender,,Participants,Number,40,,NA
NCT00425373,B4,Valsartan + Amlodipine 80/5 mg,FALSE,,Male,,Gender,,Participants,Number,123,,NA
NCT00425373,B4,Valsartan + Amlodipine 80/5 mg,FALSE,,Female,,Gender,,Participants,Number,39,,NA
NCT00425373,B5,Valsartan 40 mg,TRUE,Valsartan 40 mg,Male,,Gender,,Participants,Number,131,,NA
NCT00425373,B5,Valsartan 40 mg,TRUE,Valsartan 40 mg,Female,,Gender,,Participants,Number,38,,NA
NCT00425373,B6,Valsartan 80 mg,TRUE,Valsartan 80 mg,Male,,Gender,,Participants,Number,114,,NA
NCT00425373,B6,Valsartan 80 mg,TRUE,Valsartan 80 mg,Female,,Gender,,Participants,Number,49,,NA
NCT00425373,B7,Amlodipine 2.5 mg,TRUE,Amlodipine 2.5 mg,Male,,Gender,,Participants,Number,112,,NA
NCT00425373,B7,Amlodipine 2.5 mg,TRUE,Amlodipine 2.5 mg,Female,,Gender,,Participants,Number,49,,NA
NCT00425373,B8,Amlodipine 5 mg,TRUE,Amlodipine 5 mg,Male,,Gender,,Participants,Number,121,,NA
NCT00425373,B8,Amlodipine 5 mg,TRUE,Amlodipine 5 mg,Female,,Gender,,Participants,Number,40,,NA
NCT00425373,B9,Placebo,TRUE,Placebo,Male,,Gender,,Participants,Number,111,,NA
NCT00425373,B9,Placebo,TRUE,Placebo,Female,,Gender,,Participants,Number,55,,NA
NCT00439738,B1,Valsartan/HCTZ (Hydrochlorothiazide),FALSE,,>=65 years,,"Age, Customized",,participants,Number,34,,16.5
NCT00439738,B1,Valsartan/HCTZ (Hydrochlorothiazide),FALSE,,< 65 years,,"Age, Customized",,participants,Number,172,,83.5
NCT00439738,B2,HCTZ +Amlodipine,TRUE,HCTZ +Amlodipine,>=65 years,,"Age, Customized",,participants,Number,26,,12.6
NCT00439738,B2,HCTZ +Amlodipine,TRUE,HCTZ +Amlodipine,< 65 years,,"Age, Customized",,participants,Number,180,,87.4
NCT00439738,B3,Total,FALSE,,>=65 years,,"Age, Customized",,participants,Number,60,,14.6
NCT00439738,B3,Total,FALSE,,< 65 years,,"Age, Customized",,participants,Number,352,,85.4
NCT00439738,B1,Valsartan/HCTZ (Hydrochlorothiazide),FALSE,,,Male,"Sex: Female, Male",,Participants,Count of Participants,82,,NA
NCT00439738,B1,Valsartan/HCTZ (Hydrochlorothiazide),FALSE,,,Female,"Sex: Female, Male",,Participants,Count of Participants,124,,NA
NCT00439738,B2,HCTZ +Amlodipine,TRUE,HCTZ +Amlodipine,,Male,"Sex: Female, Male",,Participants,Count of Participants,58,,NA
NCT00439738,B2,HCTZ +Amlodipine,TRUE,HCTZ +Amlodipine,,Female,"Sex: Female, Male",,Participants,Count of Participants,148,,NA
NCT00439738,B3,Total,FALSE,,,Male,"Sex: Female, Male",,Participants,Count of Participants,140,,NA
NCT00439738,B3,Total,FALSE,,,Female,"Sex: Female, Male",,Participants,Count of Participants,272,,NA
NCT00529451,B1,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,,,Age,,years,Mean,53.8,Standard Deviation,9.45
NCT00529451,B2,Aliskiren 150 mg,TRUE,Aliskiren 150 mg,,,Age,,years,Mean,53.3,Standard Deviation,10.53
NCT00529451,B3,Aliskiren 75 mg,TRUE,Aliskiren 75 mg,,,Age,,years,Mean,52.7,Standard Deviation,10.22
NCT00529451,B4,Ramipril 5 mg,TRUE,Ramipril 5 mg,,,Age,,years,Mean,52.9,Standard Deviation,9.60
NCT00529451,B5,Total,FALSE,,,,Age,,years,Mean,53.2,Standard Deviation,9.95
NCT00529451,B1,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,â‰¥ 65 years,,"Age, Customized",,Participants,Number,43,,NA
NCT00529451,B1,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,< 65 years,,"Age, Customized",,Participants,Number,288,,NA
NCT00529451,B2,Aliskiren 150 mg,TRUE,Aliskiren 150 mg,â‰¥ 65 years,,"Age, Customized",,Participants,Number,50,,NA
NCT00529451,B2,Aliskiren 150 mg,TRUE,Aliskiren 150 mg,< 65 years,,"Age, Customized",,Participants,Number,273,,NA
NCT00529451,B3,Aliskiren 75 mg,TRUE,Aliskiren 75 mg,â‰¥ 65 years,,"Age, Customized",,Participants,Number,47,,NA
NCT00529451,B3,Aliskiren 75 mg,TRUE,Aliskiren 75 mg,< 65 years,,"Age, Customized",,Participants,Number,285,,NA
NCT00529451,B4,Ramipril 5 mg,TRUE,Ramipril 5 mg,â‰¥ 65 years,,"Age, Customized",,Participants,Number,34,,NA
NCT00529451,B4,Ramipril 5 mg,TRUE,Ramipril 5 mg,< 65 years,,"Age, Customized",,Participants,Number,296,,NA
NCT00529451,B5,Total,FALSE,,â‰¥ 65 years,,"Age, Customized",,Participants,Number,174,,NA
NCT00529451,B5,Total,FALSE,,< 65 years,,"Age, Customized",,Participants,Number,1142,,NA
NCT00529451,B1,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,Male,,Gender,,participants,Number,181,,NA
NCT00529451,B1,Aliskiren 300 mg,TRUE,Aliskiren 300 mg,Female,,Gender,,participants,Number,150,,NA
NCT00529451,B2,Aliskiren 150 mg,TRUE,Aliskiren 150 mg,Male,,Gender,,participants,Number,183,,NA
NCT00529451,B2,Aliskiren 150 mg,TRUE,Aliskiren 150 mg,Female,,Gender,,participants,Number,140,,NA
NCT00529451,B3,Aliskiren 75 mg,TRUE,Aliskiren 75 mg,Male,,Gender,,participants,Number,188,,NA
NCT00529451,B3,Aliskiren 75 mg,TRUE,Aliskiren 75 mg,Female,,Gender,,participants,Number,144,,NA
NCT00529451,B4,Ramipril 5 mg,TRUE,Ramipril 5 mg,Male,,Gender,,participants,Number,179,,NA
NCT00529451,B4,Ramipril 5 mg,TRUE,Ramipril 5 mg,Female,,Gender,,participants,Number,151,,NA
NCT00529451,B5,Total,FALSE,,Male,,Gender,,participants,Number,731,,NA
NCT00529451,B5,Total,FALSE,,Female,,Gender,,participants,Number,585,,NA
NCT00546754,B1,Losartan 50 mg/HCTZ 12.5 mg,FALSE,,,,Age,,years,Mean,58.7,Standard Deviation,11.11
NCT00546754,B2,Valsartan 80 mg/HCTZ 12.5 mg,FALSE,,,,Age,,years,Mean,58.3,Standard Deviation,10.26
NCT00546754,B3,Total,FALSE,,,,Age,,years,Mean,58.5,Standard Deviation,10.71
NCT00546754,B1,Losartan 50 mg/HCTZ 12.5 mg,FALSE,,,Male,"Sex: Female, Male",,Participants,Count of Participants,219,,NA
NCT00546754,B1,Losartan 50 mg/HCTZ 12.5 mg,FALSE,,,Female,"Sex: Female, Male",,Participants,Count of Participants,197,,NA
NCT00546754,B2,Valsartan 80 mg/HCTZ 12.5 mg,FALSE,,,Male,"Sex: Female, Male",,Participants,Count of Participants,193,,NA
NCT00546754,B2,Valsartan 80 mg/HCTZ 12.5 mg,FALSE,,,Female,"Sex: Female, Male",,Participants,Count of Participants,180,,NA
NCT00546754,B3,Total,FALSE,,,Male,"Sex: Female, Male",,Participants,Count of Participants,412,,NA
NCT00546754,B3,Total,FALSE,,,Female,"Sex: Female, Male",,Participants,Count of Participants,377,,NA
NCT00550953,B1,Telmisartan 40 mg Plus Amlodipine 5 mg Fixed-dose Combination,FALSE,,,,Age,,years,Mean,55.4,Standard Deviation,9.1
NCT00550953,B2,Telmisartan 40 mg Monotherapy,FALSE,,,,Age,,years,Mean,55.5,Standard Deviation,10.2
NCT00550953,B3,Total,FALSE,,,,Age,,years,Mean,55.5,Standard Deviation,9.6
NCT00550953,B1,Telmisartan 40 mg Plus Amlodipine 5 mg Fixed-dose Combination,FALSE,,Male,,Gender,,participants,Number,114,,NA
NCT00550953,B1,Telmisartan 40 mg Plus Amlodipine 5 mg Fixed-dose Combination,FALSE,,Female,,Gender,,participants,Number,42,,NA
NCT00550953,B2,Telmisartan 40 mg Monotherapy,FALSE,,Male,,Gender,,participants,Number,123,,NA
NCT00550953,B2,Telmisartan 40 mg Monotherapy,FALSE,,Female,,Gender,,participants,Number,35,,NA
NCT00550953,B3,Total,FALSE,,Male,,Gender,,participants,Number,237,,NA
NCT00550953,B3,Total,FALSE,,Female,,Gender,,participants,Number,77,,NA
NCT00553267,B1,Amlodipine 10mg,FALSE,,,,Age,,Years,Mean,56.4,Standard Deviation,10.4
NCT00553267,B2,Telmisartan 40mg and Amlodipine 10mg,FALSE,,,,Age,,Years,Mean,57.6,Standard Deviation,9.4
NCT00553267,B3,Telmisartan 80mg and Amlodipine 10mg,FALSE,,,,Age,,Years,Mean,55.5,Standard Deviation,9.8
NCT00553267,B4,Total,FALSE,,,,Age,,Years,Mean,56.5,Standard Deviation,9.9
NCT00553267,B1,Amlodipine 10mg,FALSE,,Male,,Gender,,Number of participants,Number,187,,NA
NCT00553267,B1,Amlodipine 10mg,FALSE,,Female,,Gender,,Number of participants,Number,128,,NA
NCT00553267,B2,Telmisartan 40mg and Amlodipine 10mg,FALSE,,Male,,Gender,,Number of participants,Number,170,,NA
NCT00553267,B2,Telmisartan 40mg and Amlodipine 10mg,FALSE,,Female,,Gender,,Number of participants,Number,145,,NA
NCT00553267,B3,Telmisartan 80mg and Amlodipine 10mg,FALSE,,Male,,Gender,,Number of participants,Number,171,,NA
NCT00553267,B3,Telmisartan 80mg and Amlodipine 10mg,FALSE,,Female,,Gender,,Number of participants,Number,146,,NA
NCT00553267,B4,Total,FALSE,,Male,,Gender,,Number of participants,Number,528,,NA
NCT00553267,B4,Total,FALSE,,Female,,Gender,,Number of participants,Number,419,,NA
NCT00558064,B1,Telmisartan 40 mg Plus Amlodipine 5 mg Fixed-dose Combination,FALSE,,,,Age,,years,Mean,57,Standard Deviation,9.6
NCT00558064,B2,Amlodipine 5 mg Monotherapy,FALSE,,,,Age,,years,Mean,56,Standard Deviation,9.9
NCT00558064,B3,Total,FALSE,,,,Age,,years,Mean,56.5,Standard Deviation,9.7
NCT00558064,B1,Telmisartan 40 mg Plus Amlodipine 5 mg Fixed-dose Combination,FALSE,,Male,,Gender,,participants,Number,197,,NA
NCT00558064,B1,Telmisartan 40 mg Plus Amlodipine 5 mg Fixed-dose Combination,FALSE,,Female,,Gender,,participants,Number,72,,NA
NCT00558064,B2,Amlodipine 5 mg Monotherapy,FALSE,,Male,,Gender,,participants,Number,186,,NA
NCT00558064,B2,Amlodipine 5 mg Monotherapy,FALSE,,Female,,Gender,,participants,Number,76,,NA
NCT00558064,B3,Total,FALSE,,Male,,Gender,,participants,Number,383,,NA
NCT00558064,B3,Total,FALSE,,Female,,Gender,,participants,Number,148,,NA
NCT00558428,B1,Amlodipine 5mg,FALSE,,,,Age,,Years,Mean,54,Standard Deviation,10.6
NCT00558428,B2,Amlodipine 10mg,FALSE,,,,Age,,Years,Mean,54.3,Standard Deviation,10.6
NCT00558428,B3,Telmisartan 40mg and Amlodipine 5mg,FALSE,,,,Age,,Years,Mean,53.9,Standard Deviation,11
NCT00558428,B4,Telmisartan 80mg and Amlodipine 5mg,FALSE,,,,Age,,Years,Mean,54.5,Standard Deviation,10.2
NCT00558428,B5,Total,FALSE,,,,Age,,Years,Mean,54.2,Standard Deviation,10.6
NCT00558428,B1,Amlodipine 5mg,FALSE,,Male,,Gender,,participants,Number,163,,NA
NCT00558428,B1,Amlodipine 5mg,FALSE,,Female,,Gender,,participants,Number,104,,NA
NCT00558428,B2,Amlodipine 10mg,FALSE,,Male,,Gender,,participants,Number,176,,NA
NCT00558428,B2,Amlodipine 10mg,FALSE,,Female,,Gender,,participants,Number,100,,NA
NCT00558428,B3,Telmisartan 40mg and Amlodipine 5mg,FALSE,,Male,,Gender,,participants,Number,160,,NA
NCT00558428,B3,Telmisartan 40mg and Amlodipine 5mg,FALSE,,Female,,Gender,,participants,Number,117,,NA
NCT00558428,B4,Telmisartan 80mg and Amlodipine 5mg,FALSE,,Male,,Gender,,participants,Number,183,,NA
NCT00558428,B4,Telmisartan 80mg and Amlodipine 5mg,FALSE,,Female,,Gender,,participants,Number,94,,NA
NCT00558428,B5,Total,FALSE,,Male,,Gender,,participants,Number,682,,NA
NCT00558428,B5,Total,FALSE,,Female,,Gender,,participants,Number,415,,NA
NCT00591578,B1,Azilsartan Medoxomil 40 mg QD,TRUE,Azilsartan Medoxomil 40 mg QD,â‰¥65 years (Open Label Phase),,"Age, Customized",,participants,Number,20,,NA
